Order ID,Track & Trace Number,Track & Trace Link
329,TESTDHL1,https://www.dhl.de/de/privatkunden.html?piececode=00340434612663503899
332,TESTDHL2,https://www.dhl.de/de/privatkunden.html?piececode=00340434612663503899
329,,
332,,
354,,
357,,
360,,
363,,
366,,
369,,
372,,
375,,
378,,
381,,
384,,
387,,
390,,
393,,
396,,
399,,
402,,
405,,
408,,
411,,
414,,
417,,
420,,
423,,
426,,
429,,
432,,
435,,
438,,
441,,
444,,
447,,
450,,
453,,
456,,
459,,
462,,
465,,
468,,
471,,
474,,
477,,
480,,
483,,
486,,
489,,
492,,
495,,
498,,
501,,
504,,
507,,
510,,
513,,
516,,
519,,
522,,
525,,
528,,
531,,
534,,
537,,
540,,
543,,
546,,
549,,
552,,
555,,
558,,
561,,
564,,
567,,
570,,
573,,
576,,
579,,
582,,
585,,
588,,
591,,
594,,
597,,
600,,
603,,
606,,
609,,
612,,
615,,
618,,
621,,
624,,
627,,
630,,
633,,
636,,
639,,
642,,
645,,
648,,
651,,
654,,
657,,
660,,
663,,
666,,
669,,
672,,
675,,
678,,
681,,
684,,
687,,
690,,
693,,
696,,
699,,
702,,
705,,
708,,
711,,
714,,
717,,
720,,
723,,
726,,
729,,
732,,
735,,
738,,
741,,
744,,
747,,
750,,
753,,
756,,
759,,
762,,
765,,
768,,
771,,
774,,
777,,
780,,
783,,
786,,
789,,
792,,
795,,
798,,
801,,
804,,
807,,
810,,
813,,
816,,
819,,
822,,
825,,
828,,
831,,
834,,
837,,
840,,
843,,
846,,
849,,
852,,
855,,
858,,
861,,
864,,
867,,
870,,
873,,
876,,
879,,
882,,
885,,
888,,
891,,
894,,
897,,
900,,
903,,
906,,
909,,
912,,
915,,
918,,
921,,
924,,
927,,
930,,
933,,
936,,
939,,
942,,
945,,
948,,
951,,
954,,
957,,
960,,
963,,
966,,
969,,
972,,
975,,
978,,
981,,
984,,
987,,
990,,
993,,
996,,
999,,
1002,,
1005,,
1008,,
1011,,
1014,,
1017,,
1020,,
1023,,
1026,,
1029,,
1032,,
1035,,
1038,,
1041,,
1044,,
1047,,
1050,,
1053,,
1056,,
1059,,
1062,,
1065,,
1068,,
1071,,
1074,,
1077,,
1080,,
1083,,
1086,,
1089,,
1092,,
1095,,
1098,,
1101,,
1104,,
1107,,
1110,,
1113,,
1116,,
1119,,
1122,,
1125,,
1128,,
1131,,
1134,,
1137,,
1140,,
1143,,
1146,,
1149,,
1152,,
1155,,
1158,,
1161,,
1164,,
1167,,
1170,,
1173,,
1176,,
1179,,
1182,,
1185,,
1188,,
1191,,
1194,,
1197,,
1200,,
1203,,
1206,,
1209,,
1212,,
1215,,
1218,,
1221,,
1224,,
1227,,
1230,,
1233,,
1236,,
1239,,
1242,,
1245,,
1248,,
1251,,
1254,,
1257,,
1260,,
1263,,
1266,,
1269,,
1272,,
1275,,
1278,,
1281,,
1284,,
1287,,
1290,,
1293,,
1296,,
1299,,
1302,,
1305,,
1308,,
1311,,
1314,,
1317,,
1320,,
1323,,
1326,,
1329,,
1332,,
1335,,
1338,,
1341,,
1344,,
1347,,
1350,,
1353,,
1356,,
1359,,
1362,,
1365,,
1368,,
1371,,
1374,,
1377,,
1380,,
1383,,
1386,,
1389,,
1392,,
1395,,
1398,,
1401,,
1404,,
1407,,
1410,,
1413,,
1416,,
1419,,
1422,,
1425,,
1428,,
1431,,
1434,,
1437,,
1440,,
1443,,
1446,,
1449,,
1452,,
1455,,
1458,,
1461,,
1464,,
1467,,
1470,,
1473,,
1476,,
1479,,
1482,,
1485,,
1488,,
1491,,
1494,,
1497,,
1500,,
1503,,
1506,,
1509,,
1512,,
1515,,
1518,,
1521,,
1524,,
1527,,
1530,,
1533,,
1536,,
1539,,
1542,,
1545,,
1548,,
1551,,
1552,,
1555,,
1558,,
1561,,
1564,,
1567,,
1570,,
1573,,
1576,,
1579,,
1582,,
1585,,
1588,,
1591,,
1594,,
1597,,
1600,,
1603,,
1606,,
1609,,
1612,,
1615,,
1618,,
1621,,
1624,,
1627,,
1630,,
1633,,
1636,,
1639,,
1642,,
1645,,
1648,,
1651,,
1654,,
1657,,
1660,,
1663,,
1666,,
1669,,
1672,,
1675,,
1678,,
1681,,
1684,,
1687,,
1690,,
1693,,
1696,,
1699,,
1702,,
1705,,
1708,,
1711,,
1714,,
1717,,
1720,,
1723,,
1726,,
1729,,
1732,,
1735,,
1738,,
1741,,
1744,,
1747,,
1750,,
1753,,
1756,,
1759,,
1762,,
1765,,
1768,,
1771,,
1774,,
1777,,
1780,,
1783,,
1786,,
1789,,
1792,,
1795,,
1798,,
1801,,
1804,,
1807,,
1810,,
1813,,
1816,,
1819,,
1822,,
1825,,
1828,,
1831,,
1834,,
1837,,
1840,,
1843,,
1846,,
1849,,
1852,,
1855,,
1858,,
1861,,
1864,,
1867,,
1870,,
1873,,
1876,,
1879,,
1882,,
1885,,
1888,,
1891,,
1894,,
1897,,
1900,,
1903,,
1906,,
1909,,
1912,,
1915,,
1918,,
1921,,
1924,,
1927,,
1930,,
1933,,
1936,,
1939,,
1942,,
1945,,
1948,,
1951,,
1954,,
1957,,
1960,,
1963,,
1966,,
1969,,
1972,,
1975,,
1978,,
1981,,
1984,,
1987,,
1990,,
1993,,
1996,,
1999,,
2002,,
2005,,
2008,,
2011,,
2014,,
2017,,
2020,,
2023,,
2026,,
2029,,
2032,,
2035,,
2038,,
2041,,
2044,,
2047,,
2050,,
2053,,
2056,,
2059,,
2062,,
2065,,
2068,,
2071,,
2074,,
2077,,
2080,,
2083,,
2086,,
2089,,
2092,,
2095,,
2098,,
2101,,
2104,,
2107,,
2110,,
2113,,
2116,,
2119,,
2122,,
2125,,
2128,,
2131,,
2134,,
2137,,
2140,,
2143,,
2146,,
2149,,
2150,,
2153,,
2156,,
2159,,
2162,,
2165,,
2168,,
2171,,
2174,,
2177,,
2180,,
2183,,
2186,,
2189,,
2192,,
2195,,
2198,,
2201,,
2204,,
2207,,
2210,,
2213,,
2216,,
2219,,
2222,,
2225,,
2228,,
2231,,
2234,,
2237,,
2240,,
2243,,
2246,,
2249,,
2252,,
2255,,
2258,,
2261,,
2264,,
2267,,
2270,,
2273,,
2276,,
2279,,
2282,,
2285,,
2288,,
2291,,
2294,,
2297,,
2300,,
2303,,
2306,,
2309,,
2312,,
2315,,
2318,,
2321,,
2324,,
2327,,
2330,,
2333,,
2336,,
2339,,
2342,,
2345,,
2348,,
2351,,
2354,,
2357,,
2360,,
2363,,
2366,,
2369,,
2372,,
2375,,
2378,,
2381,,
2384,,
2387,,
2390,,
2393,,
2396,,
2399,,
2402,,
2405,,
2408,,
2411,,
2414,,
2417,,
2420,,
2423,,
2426,,
2429,,
2432,,
2435,,
2438,,
2441,,
2444,,
2447,,
2450,,
2453,,
2456,,
2459,,
2462,,
2465,,
2468,,
2471,,
2474,,
2477,,
2480,,
2483,,
2486,,
2489,,
2492,,
2495,,
2498,,
2501,,
2504,,
2507,,
2510,,
2513,,
2516,,
2519,,
2522,,
2525,,
2528,,
2531,,
2534,,
2537,,
2540,,
2543,,
2546,,
2549,,
2552,,
2555,,
2558,,
2561,,
2564,,
2567,,
2570,,
2573,,
2576,,
2579,,
2582,,
2585,,
2588,,
2591,,
2594,,
2597,,
2600,,
2603,,
2606,,
2609,,
2612,,
2615,,
2618,,
2621,,
2624,,
2627,,
2630,,
2633,,
2636,,
2639,,
2642,,
2645,,
2648,,
2651,,
2654,,
2657,,
2660,,
2663,,
2666,,
2669,,
2672,,
2675,,
2678,,
2681,,
2684,,
2687,,
2690,,
2693,,
2696,,
2699,,
2702,,
2705,,
2708,,
2711,,
2714,,
2717,,
2720,,
2723,,
2726,,
2729,,
2732,,
2735,,
2738,,
2741,,
2744,,
2747,,
2748,,
2751,,
2754,,
2757,,
2760,,
2763,,
2766,,
2769,,
2772,,
2775,,
2778,,
2781,,
2784,,
2787,,
2790,,
2793,,
2796,,
2799,,
2802,,
2805,,
2808,,
2811,,
2814,,
2817,,
2820,,
2823,,
2826,,
2829,,
2832,,
2835,,
2838,,
2841,,
2844,,
2847,,
2850,,
2853,,
2856,,
2859,,
2862,,
2865,,
2868,,
2871,,
2874,,
2877,,
2880,,
2883,,
2886,,
2889,,
2892,,
2895,,
2898,,
2901,,
2904,,
2907,,
2910,,
2913,,
2916,,
2919,,
2922,,
2925,,
2928,,
2931,,
2934,,
2937,,
2940,,
2943,,
2946,,
2949,,
2952,,
2955,,
2958,,
2961,,
2964,,
2967,,
2970,,
2973,,
2976,,
2979,,
2982,,
2985,,
2988,,
2991,,
2994,,
2997,,
3000,,
3003,,
3006,,
3009,,
3012,,
3015,,
3018,,
3021,,
3024,,
3027,,
3030,,
3033,,
3036,,
3039,,
3042,,
3045,,
3048,,
3051,,
3054,,
3057,,
3060,,
3063,,
3066,,
3069,,
3072,,
3075,,
3078,,
3081,,
3084,,
3087,,
3090,,
3093,,
3096,,
3099,,
3102,,
3105,,
3108,,
3111,,
3114,,
3117,,
3120,,
3123,,
3126,,
3129,,
3132,,
3135,,
3138,,
3141,,
3144,,
3147,,
3150,,
3153,,
3156,,
3159,,
3162,,
3165,,
3168,,
3171,,
3174,,
3177,,
3180,,
3183,,
3186,,
3189,,
3192,,
3195,,
3198,,
3201,,
3204,,
3207,,
3210,,
3213,,
3216,,
3219,,
3222,,
3225,,
3228,,
3231,,
3234,,
3237,,
3240,,
3243,,
3246,,
3249,,
3252,,
3255,,
3258,,
3261,,
3264,,
3267,,
3270,,
3273,,
3276,,
3279,,
3282,,
3285,,
3288,,
3291,,
3294,,
3297,,
3300,,
3303,,
3306,,
3309,,
3312,,
3315,,
3318,,
3321,,
3324,,
3327,,
3330,,
3333,,
3336,,
3339,,
3342,,
3345,,
3347,,
3350,,
3353,,
3356,,
3359,,
3362,,
3365,,
3368,,
3371,,
3374,,
3377,,
3380,,
3383,,
3386,,
3389,,
3392,,
3395,,
3398,,
3401,,
3404,,
3407,,
3410,,
3413,,
3416,,
3419,,
3422,,
3425,,
3428,,
3431,,
3434,,
3437,,
3440,,
3443,,
3446,,
3449,,
3452,,
3455,,
3458,,
3461,,
3464,,
3467,,
3470,,
3473,,
3476,,
3479,,
3482,,
3485,,
3488,,
3491,,
3494,,
3497,,
3500,,
3503,,
3506,,
3509,,
3512,,
3515,,
3518,,
3521,,
3524,,
3527,,
3530,,
3533,,
3536,,
3539,,
3542,,
3545,,
3548,,
3551,,
3554,,
3557,,
3560,,
3563,,
3566,,
3569,,
3572,,
3575,,
3578,,
3581,,
3584,,
3587,,
3590,,
3593,,
3596,,
3599,,
3602,,
3605,,
3608,,
3611,,
3614,,
3617,,
3620,,
3623,,
3626,,
3629,,
3632,,
3635,,
3638,,
3641,,
3644,,
3647,,
3650,,
3653,,
3656,,
3659,,
3662,,
3665,,
3668,,
3671,,
3674,,
3677,,
3680,,
3683,,
3686,,
3689,,
3692,,
3695,,
3698,,
3701,,
3704,,
3707,,
3710,,
3713,,
3716,,
3719,,
3722,,
3725,,
3728,,
3731,,
3734,,
3737,,
3740,,
3743,,
3746,,
3749,,
3752,,
3755,,
3758,,
3761,,
3764,,
3767,,
3770,,
3773,,
3776,,
3779,,
3782,,
3785,,
3788,,
3791,,
3794,,
3797,,
3800,,
3803,,
3806,,
3809,,
3812,,
3815,,
3818,,
3821,,
3824,,
3827,,
3830,,
3833,,
3836,,
3839,,
3842,,
3845,,
3848,,
3851,,
3854,,
3857,,
3860,,
3863,,
3866,,
3869,,
3872,,
3875,,
3878,,
3881,,
3884,,
3887,,
3890,,
3893,,
3896,,
3899,,
3902,,
3905,,
3908,,
3911,,
3914,,
3917,,
3920,,
3923,,
3926,,
3929,,
3932,,
3935,,
3938,,
3941,,
3944,,
3947,,
3950,,
3953,,
3956,,
3959,,
3962,,
3965,,
3968,,
3971,,
3974,,
3977,,
3980,,
3983,,
3986,,
3989,,
3992,,
3995,,
3998,,
4001,,
4004,,
4007,,
4010,,
4013,,
4016,,
4019,,
4022,,
4025,,
4028,,
4031,,
4034,,
4037,,
4040,,
4043,,
4046,,
4049,,
4052,,
4055,,
4058,,
4061,,
4064,,
4067,,
4070,,
4073,,
4076,,
4079,,
4082,,
4085,,
4088,,
4091,,
4094,,
4097,,
4100,,
4103,,
4106,,
4109,,
4112,,
4115,,
4118,,
4121,,
4124,,
4127,,
4130,,
4133,,
4136,,
4139,,
4142,,
4145,,
4148,,
4151,,
4154,,
4157,,
4160,,
4163,,
4166,,
4169,,
4172,,
4175,,
4178,,
4181,,
4184,,
4187,,
4190,,
4193,,
4196,,
4199,,
4202,,
4205,,
4208,,
4211,,
4214,,
4217,,
4220,,
4223,,
4226,,
4229,,
4232,,
4235,,
4238,,
4241,,
4244,,
4247,,
4250,,
4253,,
4256,,
4259,,
4262,,
4265,,
4268,,
4271,,
4274,,
4277,,
4280,,
4283,,
4286,,
4289,,
4292,,
4295,,
4298,,
4301,,
4304,,
4307,,
4310,,
4313,,
4316,,
4319,,
4322,,
4325,,
4328,,
4331,,
4334,,
4337,,
4340,,
4343,,
4346,,
4349,,
4352,,
4355,,
4358,,
4361,,
4364,,
4367,,
4370,,
4373,,
4376,,
4379,,
4382,,
4385,,
4388,,
4391,,
4394,,
4397,,
4400,,
4403,,
4406,,
4409,,
4412,,
4415,,
4418,,
4421,,
4424,,
4427,,
4430,,
4433,,
4436,,
4439,,
4442,,
4445,,
4448,,
4451,,
4454,,
4457,,
4460,,
4463,,
4466,,
4469,,
4472,,
4475,,
4478,,
4481,,
4484,,
4487,,
4490,,
4493,,
4496,,
4499,,
4502,,
4505,,
4508,,
4511,,
4514,,
4517,,
4520,,
4523,,
4526,,
4529,,
4532,,
4535,,
4538,,
4541,,
4544,,
4545,,
4548,,
4551,,
4554,,
4557,,
4560,,
4563,,
4566,,
4569,,
4572,,
4575,,
4578,,
4581,,
4584,,
4587,,
4590,,
4593,,
4596,,
4599,,
4602,,
4605,,
4608,,
4611,,
4614,,
4617,,
4620,,
4623,,
4626,,
4629,,
4632,,
4635,,
4638,,
4641,,
4644,,
4647,,
4650,,
4653,,
4656,,
4659,,
4662,,
4665,,
4668,,
4671,,
4674,,
4677,,
4680,,
4683,,
4686,,
4689,,
4692,,
4695,,
4698,,
4701,,
4704,,
4707,,
4710,,
4713,,
4716,,
4719,,
4722,,
4725,,
4728,,
4731,,
4734,,
4737,,
4740,,
4743,,
4746,,
4749,,
4752,,
4755,,
4758,,
4761,,
4764,,
4767,,
4770,,
4773,,
4776,,
4779,,
4782,,
4785,,
4788,,
4791,,
4794,,
4797,,
4800,,
4803,,
4806,,
4809,,
4812,,
4815,,
4818,,
4821,,
4824,,
4827,,
4830,,
4833,,
4836,,
4839,,
4842,,
4845,,
4848,,
4851,,
4854,,
4857,,
4860,,
4863,,
4866,,
4869,,
4872,,
4875,,
4878,,
4881,,
4884,,
4887,,
4890,,
4893,,
4896,,
4899,,
4902,,
4905,,
4908,,
4911,,
4914,,
4917,,
4920,,
4923,,
4926,,
4929,,
4932,,
4935,,
4938,,
4941,,
4944,,
4947,,
4950,,
4953,,
4956,,
4959,,
4962,,
4965,,
4968,,
4971,,
4974,,
4977,,
4980,,
4983,,
4986,,
4989,,
4992,,
4995,,
4998,,
5001,,
5004,,
5007,,
5010,,
5013,,
5016,,
5019,,
5022,,
5025,,
5028,,
5031,,
5034,,
5037,,
5040,,
5043,,
5046,,
5049,,
5052,,
5055,,
5058,,
5061,,
5064,,
5067,,
5070,,
5073,,
5076,,
5079,,
5082,,
5085,,
5088,,
5091,,
5094,,
5097,,
5100,,
5103,,
5106,,
5109,,
5112,,
5115,,
5118,,
5121,,
5124,,
5127,,
5130,,
5133,,
5136,,
5139,,
5142,,
5143,,
5146,,
5149,,
5152,,
5155,,
5158,,
5161,,
5164,,
5167,,
5170,,
5173,,
5176,,
5179,,
5182,,
5185,,
5188,,
5191,,
5194,,
5197,,
5200,,
5203,,
5206,,
5209,,
5212,,
5215,,
5218,,
5221,,
5224,,
5227,,
5230,,
5233,,
5236,,
5239,,
5242,,
5245,,
5248,,
5251,,
5254,,
5257,,
5260,,
5263,,
5266,,
5269,,
5272,,
5275,,
5278,,
5281,,
5284,,
5287,,
5290,,
5293,,
5296,,
5299,,
5302,,
5305,,
5308,,
5311,,
5314,,
5317,,
5320,,
5323,,
5326,,
5329,,
5332,,
5335,,
5338,,
5341,,
5344,,
5347,,
5350,,
5353,,
5356,,
5359,,
5362,,
5365,,
5368,,
5371,,
5374,,
5377,,
5380,,
5383,,
5386,,
5389,,
5392,,
5395,,
5398,,
5401,,
5404,,
5407,,
5410,,
5413,,
5416,,
5419,,
5422,,
5425,,
5428,,
5431,,
5434,,
5437,,
5440,,
5443,,
5446,,
5449,,
5452,,
5455,,
5458,,
5461,,
5464,,
5467,,
5470,,
5473,,
5476,,
5479,,
5482,,
5485,,
5488,,
5491,,
5494,,
5497,,
5500,,
5503,,
5506,,
5509,,
5512,,
5515,,
5518,,
5521,,
5524,,
5527,,
5530,,
5533,,
5536,,
5539,,
5542,,
5545,,
5548,,
5551,,
5554,,
5557,,
5560,,
5563,,
5566,,
5569,,
5572,,
5575,,
5578,,
5581,,
5584,,
5587,,
5590,,
5593,,
5596,,
5599,,
5602,,
5605,,
5608,,
5611,,
5614,,
5617,,
5620,,
5623,,
5626,,
5629,,
5632,,
5635,,
5638,,
5641,,
5644,,
5647,,
5650,,
5653,,
5656,,
5659,,
5662,,
5665,,
5668,,
5671,,
5674,,
5677,,
5680,,
5683,,
5686,,
5689,,
5692,,
5695,,
5698,,
5701,,
5704,,
5707,,
5710,,
5713,,
5716,,
5719,,
5722,,
5725,,
5728,,
5731,,
5734,,
5737,,
5740,,
5757,,
5760,,
5763,,
5766,,
5769,,
5772,,
5775,,
5778,,
5781,,
5784,,
5787,,
5790,,
5793,,
5796,,
5799,,
5802,,
5805,,
5808,,
5811,,
5814,,
5817,,
5820,,
5823,,
5826,,
5829,,
5832,,
5835,,
5838,,
5841,,
5844,,
5847,,
5850,,
5853,,
5856,,
5859,,
5862,,
5865,,
5868,,
5871,,
5874,,
5877,,
5880,,
5883,,
5886,,
5889,,
5892,,
5895,,
5898,,
5901,,
5904,,
5907,,
5910,,
5913,,
5916,,
5919,,
5922,,
5925,,
5928,,
5931,,
5934,,
5937,,
5940,,
5943,,
5946,,
5949,,
5952,,
5955,,
5958,,
5961,,
5964,,
5967,,
5970,,
5973,,
5976,,
5979,,
5982,,
5985,,
5988,,
5991,,
5994,,
5997,,
6000,,
6003,,
6006,,
6009,,
6012,,
6015,,
6018,,
6021,,
6024,,
6027,,
6030,,
6033,,
6036,,
6039,,
6042,,
6045,,
6048,,
6051,,
6054,,
6057,,
6060,,
6063,,
6066,,
6069,,
6072,,
6075,,
6078,,
6081,,
6084,,
6087,,
6090,,
6093,,
6096,,
6099,,
6102,,
6105,,
6108,,
6111,,
6114,,
6117,,
6120,,
6123,,
6126,,
6129,,
6132,,
6135,,
6138,,
6141,,
6144,,
6147,,
6150,,
6153,,
6156,,
6159,,
6162,,
6165,,
6168,,
6171,,
6174,,
6177,,
6180,,
6183,,
6186,,
6189,,
6192,,
6195,,
6198,,
6201,,
6204,,
6207,,
6210,,
6213,,
6216,,
6219,,
6222,,
6225,,
6228,,
6231,,
6234,,
6237,,
6240,,
6243,,
6246,,
6249,,
6252,,
6255,,
6258,,
6261,,
6264,,
6267,,
6270,,
6273,,
6276,,
6279,,
6282,,
6285,,
6288,,
6291,,
6294,,
6297,,
6300,,
6303,,
6306,,
6309,,
6312,,
6315,,
6318,,
6321,,
6324,,
6327,,
6330,,
6333,,
6336,,
6339,,
6342,,
6345,,
6348,,
6351,,
6354,,